,Title,Description,label
123,"‘Blue Beetle’ Actor Raoul Max Trujillo Says It “Is Pretty Exciting” That Susan Sarandon Is “Only ‘White Person’ In The Film,” Accuses United States Of Exploiting Puerto Rico","Blue Beetle actor Raoul Max Trujillo, who plays Conrad Carapax in the movie, recently detailed how exciting it is for the film to only have one white person in the movie.",bluebeetle
203,Susan Faludi Thinks ‘Barbie’ Is a Delight. She Also Thinks It’s About Abortion. - The New York Times,The author of “Backlash” thinks Greta Gerwig’s film is more than a delight.,barbie
279,There's one country where 'Barbie' has been an absolute box office flop,"Before the 'Barbie' movie was released there was a lot of expectation, but few could have imagined that it would have such a great reception at the box office around the",barbie
79,‘Blue Beetle’ Review: A Hero Story That’s All in the Family,The plot is boilerplate and the superhero is not particularly compelling. At least his family members steal the show.,bluebeetle
0,‘Indiana Jones’ & The Box Office Of Doom: Why ‘Dial Of Destiny’ At $60M Opening Isn’t Setting Records For Franchise Finale – Updated Box Office,'Indiana Jones and the Dial of Destiny' is looking at a box office opening weekend of $60 million to $65 million in the U.S.,indianajones
246,Everything You Need To Know About The ‘Barbie’ Movie,"In anticipation of the summer blockbuster, The Onion provides you with everything you need to know about the Barbie movie.",barbie
74,The Hidden Significance of Margot Robbie's Yellow Dress in the Barbie Movie,The draping of the dress is very intentional.,barbie
164,‘Blue Beetle’ Ad on the Steps of Philadelphia Museum Rankles Locals,The Philadelphia Museum of Art's steps are currently host to a giant 'Blue Beetle' advertisement that has upset locals.,bluebeetle
199,Mission: Impossible takes flight at box office … before Barbie and Oppenheimer join the party,"Early release for the latest Tom Cruise action film proves a shrewd move, amid talk of an eventful summer season",barbie
97,Why 'Oppenheimer' director Christopher Nolan doesn't use a smartphone,"Nolan revealed that his ""kids would probably say I'm a complete Luddite"" because of how tech-averse he is in his working life.",oppenheimer
10,Is ‘Teenage Mutant Ninja Turtles: Mutant Mayhem’ good for kids?,Teens want to see characters more authentic to their lived experience,tmnt
26,China Box Office: ‘Mission: Impossible 7’ Opens Soft in Third Place,Box office data for the first half of 2023 has made Hollywood's new normal in China painfully clear: much smaller hits and far more flops.,missionimpossible
92,"Movie review: ‘Mutant Mayhem’ a fresh, authentic take on the ninja turtles","The animation style doesn’t quite nod to comic books, but rather looks like a messy drawing that a fan might scribble in a notebook, with lopsided heads and visible drawing lines, as if done by crayon or pastel.",tmnt
315,Ken's Journey in Barbie Is a Story About Male Fragility,"Along with Don't Worry Darling and Promising Young Woman, Barbie asks what to do with the modern man who feels emasculated by women's power.",barbie
77,How Matt Damon went full Army for “Oppenheimer”,"“[It’s] that tension between the military and the science community,"" Damon said.",oppenheimer
128,Watch Tom Cruise Roll a Fiat 500 in ‘Mission: Impossible’,The director Christopher McQuarrie discusses a chase scene involving the star and Hayley Atwell in ‘Mission: Impossible — Dead Reckoning Part One’,missionimpossible
143,'Dreamin’ Wild' Review: A Melancholy Ode to Second Chances,The elegantly underplayed performances ensure that Bill Pohlad’s 'Dreamin’ Wild' never succumbs to melodrama.,tmnt
132,5 movies you need to watch in August 2023,"From an animated Teenage Mutant Ninja Turtles reboot to a comedy about profane canines, these 5 movies are the ones to watch in August 2023.",tmnt
55,How ‘Gran Turismo’ Could Take The Checkered Flag At Weekend Box Office – Preview,'Gran Turismo' boosted by previews could see a $15M No. 1 opening at weekend box office.,bluebeetle
278,AMC has best week in ticket sales led by Barbie and Oppenheimer box office wins,"AMC Theaters hit a revenue record last week, driven by the overwhelming success of the “Barbenheimer” pop culture craze.",barbie
27,‘Weird Barbie’ Inspired by Kate McKinnon in ‘Barbie’ Movie Is Now a Mattel Doll: Details and How to Buy,"Mattel has created a Barbie doll modeled after Kate McKinnon's Weird Barbie in the 'Barbie' movie, which has grossed over $1 billion worldwide.",barbie
84,"Barbie fan has spent over $25,000 collecting 800 of the iconic dolls","By Nathan Pynn via SWNS Britain’s biggest Barbie fan has spent more than £20,000 ($25,000) collecting 800 dolls, which have rocketed in value since the movie release. Dawn Austin, 44, first became obsessed with the iconic doll when she spotted one in an airport shop when she was a small child. She steadily added to",barbie
95,TMNT director teases that Shredder will appear in future movies,"Teenage Mutant Ninja Turtles: Mutant Mayhem co-director Jeff Rowe says he'd be ""100%"" down to make a sequel in new SFX interview",tmnt
69,Mission Impossible 7 box office collection Day 2: Tom Cruise’s action film passes Rs 20 crore mark in India after two days,Mission Impossible Dead Reckoning Part One box office collection Day 2: The Tom Cruise-starrer managed to earn approximately Rs 9.5 crore on its second day in India.,missionimpossible
101,‘Blue Beetle’ New Clip Teases Surprise DC Comics Villain,"Blue Beetle will introduce fans to a new DC Universe as Jaime Reyes faces off against Conrad Carapax, a new clip teases another DC comics villain may appear.",bluebeetle
50,The 'Barbie' movie's latest marketing collab is a hot pink Burger King combo meal,"The combo includes a burger, milkshake and fries, but is only available in Brazil.",barbie
65,Everything you need to know about Indiana Jones in Glasgow,Scotland's biggest city stands in for New York in one of the summer's biggest blockbusters.,indianajones
33,‘Indiana Jones & The Dial Of Destiny’ Star Mads Mikkelsen Prefers Playing “Losers” Over “Cutie Pie” Characters,"Mads Mikkelsen talks about playing ""losers"" in films as he stars in 'Indiana Jones and the Dial of Destiny.'",indianajones
14,"'Barbie' beats Batman, becomes Warner Bros.' highest-grossing domestic release","""Barbie"" has topped $537 million, making it the highest-grossing domestic movie in Warner Bros. Discovery's 100-year history.",barbie
19,Cowabunga! ‘Teenage Mutant Ninja Turtles’ Franchise Reignited With $1 Billion-Plus Global Retail Sales For 2023,Teenage Mutant Ninja Turtles clears $1 Billion in retail sales in 2023 YTD with release of Paramount movie 'Teenage Mutant Ninja Turtles: Mutant Mayhem',tmnt
86,Einstein and Oppenheimer’s Real Relationship Was Cordial and Complicated,"Though Einstein didn’t help build the nuclear bomb and has just a few scenes in ‘Oppenheimer,’ they pack a punch—and reflect the two physicists’ real-life dynamic.",barbie
142,Now Playing: Mission: Impossible – Dead Reckoning Part One,"KCTV 5 Film Critic Lonita Cook joins Bill on the couch to preview and discuss the latest installment of the Mission Impossible, movie franchise.",missionimpossible
71,"‘Barbie’ Has Inspired Movies on Barney, He-Man and Polly Pocket","'Barbie,' directed by Greta Gerwig, has inspired movies on Barney, He-Man and Polly Pocket",barbie
16,‘Dial of Destiny’: What Happened to Shia LaBeouf’s Mutt?,"The new Indiana Jones film “Dial of Destiny” elegantly ties up the franchise’s most uncomfortable loose end, revealing the fate of Shia LaBeouf’s much-derided character, Mutt Williams.",indianajones
108,First Day First Show | Reviews of ‘Guns & Gulaabs’ and ‘Blue Beetle’,The Hindu’s Cinema Newsletter,bluebeetle
58,"Tom Cruise's motorcycle stunt in 'Mission: Impossible 7' was a surprise even to the movie studio: They didn't know 'what they were getting involved in,' says director","Director Christopher McQuarrie told Insider that ""communication was pretty fuzzy"" when he and Tom Cruise pitched the mountain stunt.",missionimpossible
114,Blue Beetle #1 Teases a Shocking DC Comics Death,The first issue of DC Comic's new Blue Beetle series ended with a seemingly shocking death that called back to another famous story.,bluebeetle
43,"August movie preview: TMNT, Gran Turismo, Blue Beetle, and more","Who says August is a bad month for movies? With Strays, Meg 2, Heart Of Stone, and an Adam Sandler film about a bat mitzvah, there's reason for optimism",bluebeetle
146,"Ghoomer box office collection day 3: Abhishek Bachchan’s film struggles amid Gadar 2 rampage, earns less than Blue Beetle",Ghoomer box office collection day 3: Abhishek Bachchan and Saiyami Kher’s sports drama Ghoomer is helmed by R Balki. The film earned Rs 3.45 crore in its first weekend.,bluebeetle
159,First trailer for Secret Invasion star's Bob Marley movie,"Bob Marley: One Love﻿, the biopic featuring Secret Invasion﻿ star Kingsley Ben-Adir﻿, has released its first trailer.",barbie
38,Movie Monday: ‘Gran Turismo’ Edges ‘Barbie’,"When the checkered flag fluttered over this weekend’s box-office derby, Gran Turismo beat Barbie and her convertible pink Corvette by the width of a bumper.",bluebeetle
25,Box Office: ‘Mission: Impossible — Dead Reckoning Part One’ Now Cruising to Projected $78 Million Five-Day Debut,"Tom Cruise's ""Mission: Impossible 7"" is coming in below its $90 million projections, while ticket sales for ""Sound of Freedom"" are up 17%.",missionimpossible
35,Variety – the Children’s Charity to Launch TEENAGE MUTANT NINJA TURTLES: MUTANT MAYHEM Gold Heart Pin Campaign,Featuring artwork from TEENAGE MUTANT NINJA TURTLES: MUTANT MAYHEM exclusively on sale in participating theatres. Proceeds from gold heart pins help fund life-changing Variety programs for children globally.,tmnt
73,"7 best movies to watch in July 2023: Mission Impossible, Barbie, Oppenheimer and more","July 2023 is packed with must-see movies including Barbie, Oppenheimer and the latest entry in the Mission: Impossible franchise.",missionimpossible
156,Weekend Box Office: BLUE BEETLE Dethrones BARBIE,"Blue Beetle Warner Bros.’ superhero movie debuted in first place with $25.4M, a first place opening but lower than every other recent DC Extended Universe films: -15% below March’s Shazam!: Fury of the Gods – $30.1M -23% below February 2020’s Birds of Prey: $33.0M -3% below 2021’s The Suicide Squad: $26.2M, even though it was",bluebeetle
96,Wrapping Wednesday: Micro Reviews for the Week of 9/6/23,"See what our staff read over the weekend in our closing ceremonies for last week's comics, Wrapping Wednesday.",bluebeetle
128,"‘Oppenheimer’ Soaring Past $700M Global Box Office Today, Will Overtake Christopher Nolan’s ‘Interstellar’ On Sunday","Christopher Nolan and Universal’s Oppenheimer is on its way to yet another milestone, poised to cross $700M globally through today.",oppenheimer
66,Mission: Impossible 7 director says next entry will fix past mistake that left Tom Cruise ‘dissatisfied’,‘Dead Reckoning Part Two’ is currently in production,missionimpossible
254,Weekend Box Office Forecast: BARBIE and OPPENHEIMER Tracking to Combine for Potential $200M+ Opening as ‘Barbenheimer’ Phenom Takes Off,"""Barbenheimer"" has captured the pop culture zeitgeist as Barbie and Oppenheimer are set to deliver one of the biggest moviegoing weekends since 2019.",barbie
179,Bill Maher’s ‘Barbie’ Movie Review Is a Total Embarrassment,The sexagenarian talk show host apparently had a very bad time at the cinema with “a woman in her 30s” seeing the billion-dollar ‘Barbie’ movie.,barbie
25,My Reason for Not Watching Oppenheimer (A Perspective from Hiroshima),"On August 6, my mind kept going back to where my grandfather was the day the US bombed Hiroshima.",oppenheimer
55,"In nod to ‘Oppenheimer,’ US vows to prioritize cleanup at nuclear lab","Ike White, who heads DOE’s Office of Environmental Management, said the release of “Oppenheimer” film makes it time to talk about the atomic age's legacy.",oppenheimer
40,Christopher Nolan Warns of ‘Terrifying Possibilities’ as AI Reaches ‘Oppenheimer Moment’: ‘We Have to Hold People Accountable’,"After a screening of ""Oppenheimer,"" director Christopher Nolan offered warnings about artificial intelligence technology.",oppenheimer
260,Inside ‘Barbie’s’ Pink Publicity Machine: How Warner Bros. Pulled Off the Marketing Campaign of the Year,"Here's everything that went into ""Barbie's"" ubiquitous marketing campaign.",barbie
133,"'Barbenheimer' is coming: AMC says it has already sold 20,000 same-day tickets for the 'Barbie' and 'Oppenheimer' double feature","With a combined runtime of 5 hours and 9 minutes, not including trailers, double feature will require a substantial time commitment from fans.",barbie
31,"Edgar Wright’s Advice About an ‘M:I 7’ Audio Cue ‘Changed the Entire Movie,’ Says Christopher McQuarrie","""Mission: Impossible - Dead Reckoning"" director Christopher McQuarrie revealed that Edgar Wright gave advice after an early test screening.",missionimpossible
53,First Reactions to DC's New Film Are Actually (Surprisingly) Good - Inside the Magic,"The first reviews for 'Blue Beetle' are in - and, surprisingly, critics are hailing it as the best DC film since 'Wonder Woman.'",bluebeetle
88,Official 'Putting the Teens in TMNT' Featurette,"Join producer/writer/""Bebop"" star Seth Rogen and director/co-writer Jeff Rowe, along with stars Nicolas Cantu (Leonardo), Shamon Brown Jr. (Mikey), Micah Abbey (Donnie), Brady Noon (Raph), for a behind-the-scenes look at Teenage Mutant Ninja Turtles: Mutant Mayhem, including a discussion about the Ninja Turtles, the personalities of the characters, and the teens bringing their energy to their roles. The film also stars Hannibal Buress, Rose Byrne, Nicolas Cantu, John Cena, Jackie Chan, Ice Cube, Natasia Demetriou, Ayo Edebiri, Giancarlo Esposito, Post Malone, Paul Rudd, and Maya Rudolph.After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O’Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them. 
The film's screenplay is by Seth Rogen & Evan Goldberg & Jeff Rowe and Dan Hernandez & Benji Samit. The story is by Brendan O'Brien and Seth Rogen & Evan Goldberg & Jeff Rowe. It is produced by Seth Rogen, p.g.a., Evan Goldberg, p.g.a., and James Weaver, p.g.a., and executive producers are Ramsay McBean and Josh Fagen.
Teenage Mutant Ninja Turtles: Mutant Mayhem, directed by Jeff Rowe and co-directed by Kyler Spears, opens in UK cinemas on July 31, and in US theaters on August 2, 2023.",tmnt
1,‘Indiana Jones and the Dial of Destiny’ Review: Turning Back the Clock,"The gruff appeal of Harrison Ford, both de-aged and properly weathered, is the main draw in this generally silly entry in the long-running franchise.",indianajones
77,‘TMNT: Mutant Mayhem’ retelling movie review,"With intricate designs and a fun vibe to match the compelling story, ‘Mutant Mayhem’ is a mark of pride in the TMNT universe.",tmnt
148,New 'Barbie' clip reveals why there's only one Allan,"A new clip for ""Barbie"" shows off a Barbie beach day, complete with Dua Lipa mermaids, ice cream, and Michael Cera as Allan.",barbie
19,Long Range Box Office Forecast: BLUE BEETLE and STRAYS,"This week's update takes an early look at two releases slated for mid-August debuts, providing counter-programming options in the final weeks of summer movie season. As usual, current forecast ranges for other upcoming films—such as Haunted Mansion, Teenage Mutant Ninja Turtles: Mutant Mayhem, and Meg 2: The Trench—are below. https://www.youtube.com/watch?v=QfPs47Pud_A&ab_channel=MovieCoverage Blue Beetle Warner Bros. Pictures",bluebeetle
148,"Hayley Atwell, Tom Cruise’s new ‘Mission: Impossible’ co-star, addresses romance rumours",'Mission: Impossible — Dead Reckoning Part One' arrives in theatres July 12.,missionimpossible
55,Harrison Ford explains why 'Indiana Jones 5' took 15 years to make after the poor reception to 'Kingdom of the Crystal Skull',"""Indiana Jones and the Dial of Destiny"" is Harrison Ford's last adventure as the famous archaeologist. The last movie in 2008 was panned by critics.",indianajones
162,"‘Blue Beetle’ Actor Raoul Max Trujillo Says It “Is Pretty Exciting” That Susan Sarandon Is “Only ‘White Person’ In The Film,” Accuses United States Of Exploiting Puerto Rico","Blue Beetle actor Raoul Max Trujillo, who plays Conrad Carapax in the movie, recently detailed how exciting it is for the film to only have one white person in the movie.",bluebeetle
64,Now’s A Great Time To Play This Classic Indiana Jones Game,"With a new Indiana Jones movie in theaters, let’s remember the greatness of The Fate of Atlantis",indianajones
2,"Box Office: ‘Barbie’ Opens to Record-Setting $155 Million, ‘Oppenheimer’ Shatters Expectations With $80 Million Debut","""Barbie"" and ""Oppenheimer"" shattered expectations, fueling the fourth-biggest box office weekend in history.",barbie
103,A fresh approach: Seth Rogen finally gives the world a good Teenage Mutant Ninja Turtles movie • Sacramento News & Review,Timely reports from Sacramento News & Review writers on breaking news and big issues.,tmnt
160,Interview: Blue Beetle director Ángel Manuel Soto on seeing his vision come to life on the big screen; “It’s very nice just to see a different flavour of superhero.”,"Discover the best new music, travel, film, gaming, arts, food, culture and book content on Australia's premier independent online publication. Since 2008.",bluebeetle
31,Long Range Box Office Forecast: NINJA TURTLES: MUTANT MAYHEM and MEG 2 Early Prospects; BARBIE Tracking Soars,"With summer movies currently in full swing, this week's update welcomes the addition of August's first major releases in a peak at the final month of the season: The Meg 2: The Trench and Teenage Mutant Ninja Turtles: Mutant Mayhem.",tmnt
59,Chris Pine has a cameo in the new Teenage Mutant Ninja Turtles movie,"The Teenage Mutant Ninja Turtles newest film, Mutant Mayhem, has a blink and you miss it cameo from Chris Pine, well, sorta.",tmnt
86,Movie Review/’Blue Beetle’,"Having seen the best (“The Dark Knight,” “Spider-Man: Into the Spider-Verse”) and worst (“Morbius,” “Fant4stic”) of what the modern superhero genre has to offer, I can report that “Blue Beetle” falls right smack in the middle of the spectrum. It would be easy to write off this movie’s staggering averageness with a wide-brush line like […]",bluebeetle
106,"Christopher Nolan, Warner Bros., and the Struggle for the Soul of Movies",The upcoming face-off between ‘Oppenheimer’ and ‘Barbie’ points to a conflict between two radically opposed visions of movies. On the one side: Warner Bros. Discovery CEO David Zaslav. On the other: Christopher Nolan.,oppenheimer
31,Movie Review: ‘Blue Beetle’,"The resilience of the indestructible loving family, in this case, a Mexican American clan, forms the heart and soul of ""Blue Beetle"" (Warner Bros.).",bluebeetle
3,Indiana Jones’ box office destiny? A lukewarm $60 million debut in North America,Moviegoers were only moderately interested in going to the theater to say goodbye to Harrison Ford’s archaeologist character in “Indiana Jones and the Dial of Destiny.”,indianajones
27,'Mission: Impossible' star Rebecca Ferguson lifted up her red-carpet dress to reveal the ultimate comfy hack: leggings,"Rebecca Ferguson attended the ""Mission: Impossible 7"" premiere in Rome, Italy, while wearing a glamorous Emporio Armani gown and a little athleisure.",missionimpossible
50,Indiana Jones and the Dial of Destiny & The Last Picture Show - Christ and Pop Culture,Kevin and Sarah don their adventuring gear and go exploring with Harrison Ford in Indiana Jones and the Dial of Destiny,indianajones
7,Nolan’s Oppenheimer treats New Mexico as a blank canvas,"There is no acknowledgement in the film of the existence of downwinders from the test, in New Mexico or elsewhere.",oppenheimer
63,Tom Cruise Drives an Electric Fiat in New 'Mission Impossible' Film,"With a nod to anime and plenty of tire smoke, Cruise gives us an epic car chase in the newest installment of the series, which comes out in July.",missionimpossible
22,Dial of Destiny gave me everything I wanted from Indiana Jones,"Indiana Jones and the Dial of Destiny, the last adventure for Harrison Ford in the title role, checks all the boxes that made the series great over the past 42 years.",indianajones
32,‘Oppenheimer’ Dialogue Might Be Hard to Hear Because Christopher Nolan Refuses to Re-Record Actors: ‘An Artistic Choice Some Disagree With’,"Having trouble understanding ""Oppenheimer"" dialogue? That might be because Christopher Nolan does not re-record his actors in post-production.",oppenheimer
42,"‘Oppenheimer’ Rises To $718M Global, ‘Barbie’ Basks In $1.28B, ‘Meg 2’ Chomps Past $300M; ‘Blue Beetle’ Scurries To $18M Overseas Start – International Box Office","This weekend saw milestones for Oppenheimer and Meg 2, continued success for Barbie and local-language movies as well as the entry of Blue Beetle",bluebeetle
98,Long Range Box Office Forecast: MISSION: IMPOSSIBLE – DEAD RECKONING PART ONE,"This week's report takes an early look at box office trajectories for the seventh installment of the Mission: Impossible film franchise, alongside other tracking updates for upcoming releases.",missionimpossible
81,Blue Beetle review – superhero fun with immigrant survival subtext,How will a law graduate use beetle-based powers to help his beleaguered Latino family? Believable dynamics and boisterous comedy add charm to a familiar genre,bluebeetle
232,"‘Barbie’ Movie Gives Left and Right Another Battlefront, in Pink","Political figures of all types grabbed for the legs of a doll-turned-movie-turned-cultural moment, with predictable results.",barbie
99,Christopher Nolan Says Some ‘Oppenheimer’ Viewers Walk Out ‘Devastated’ and ‘They Can’t Speak’: ‘It’s Kind of a Horror Movie’,"Christopher Nolan says some viewers are not able to speak after watching ""Oppenheimer.""",oppenheimer
93,Official 'One Final Adventure' Trailer,"Take a look at the latest teaser trailer for Indiana Jones and the Dial of Destiny as the legendary Dr. Jones embarks on one final adventure. Harrison Ford returns as the iconic hero archeologist. The film also stars Phoebe Waller-Bridge, Antonio Banderas, John Rhys-Davies, Shaunette Renee Wilson, Thomas Kretschmann, Toby Jones, Boyd Holbrook, Oliver Richters, Ethann Isidore, and Mads Mikkelsen.Directed by James Mangold, the movie is produced by Kathleen Kennedy, Frank Marshall, and Simon Emanuel, with Steven Spielberg and George Lucas serving as executive producers. John Williams returns to compose the film's score.Indiana Jones and the Dial of Destiny releases in theaters on June 30.",indianajones
300,"2023 Domestic Box Office Surges Past $6 Billion This Weekend Due To ‘Barbie’, ‘Oppenheimer’, ‘Turtles’ & ‘Meg 2’ As Strikes Continue – Sunday Update","The spoils of July are spilling over into August as Warner Bros.' Barbie jetted across the four-century mark at the domestic box office in day 14. 'Teenage Mutant Ninja Turtles' Eyes Second With $30M 3-day, $45M 5-day.",barbie
42,Why isn’t Jeremy Renner in Mission Impossible 7?,JEREMY Renner made his Mission: Impossible franchise debut in its fourth installment Ghost Protocol.The Oscar nominee returned for the fifth film Rogu,missionimpossible
292,"Barbie, Bombs, Blockbusters! Box Office Wars Return as a Spectator Sport","This summer, Hollywood needs to make $4 billion from movies like 'Barbie,' 'Mission: Impossible,' and 'Oppenheimer' to be truly in the pink.",barbie
143,Mission: Impossible 7 reveals limited edition Steelbook – how to buy,"Mission: Impossible – Dead Reckoning Part One﻿ has unveiled its limited edition steelbook, with fans being able to snag a cool design. How to buy the steelbook.",missionimpossible
217,"Ariana Grande’s messy new relationship, Barbie movie review, Golden Bachelor allegations + The Bachelorette recap","In episode 39, the girls get into a pop star's messy new relationship, a review of the Barbie movie, and some new revelations about the Golden Bachelor. Plus, catch their weekly recap of The Bachelorette.",barbie
119,How Editor Eddie Hamilton Cut “Mission: Impossible – Dead Reckoning Part One” to the Quick,"Editor Eddie Hamilton knows the ""Mission: Impossible"" formula better than almost anyone not named Tom Cruise and Christopher McQuarrie.",missionimpossible
66,‘Man of Steel’ Producer Unsure Of DC Universe Return,"Now that James Gunn and Peter Safran have taken over DC Studios, Man of Steel producer Charles Roven is unsure if he’ll return for a new project.",bluebeetle
134,Ator revela cenas prolongadas de nudez com estrela da Marvel em novo filme e que os dois passaram por 'teste de química',"Cillian Murphy e Florence Pugh protagonizam cenas de nudez frontal e sexo em ‘Oppenheimer’, dirigido pelo cineasta Christopher Nolan",oppenheimer
310,"Barbie Is a Box Office Hit and So Is Woman's 18,500 Collection","""Barbie"" won big at the box office on opening weekend, but one collector already has thousands of dollars worth of Barbies in her collection. Read more about Barbie, here.",barbie
145,'The Monkey King' review: Fantasy with a frustrating hero,"Netflix's ""The Monkey King"" adapts a portion of the epic Chinese novel ""Journey to the West,"" with mixed results.",bluebeetle
117,‘Blue Beetle’ Director Teases Ted Kord & Dan Garrett’s Impact On Jaime’s Story,"Blue Beetle’s director Angel Manuel Soto teases the impact of previous Blue Beetles, along with the possibility of their return in the new DC Universe.",bluebeetle
256,Box Office: ‘Haunted Mansion’ $9.9 Million Opening Day Can’t Scare ‘Barbie’ and ‘Oppenheimer’,"Disney's new ""Haunted Mansion"" earned $9.9 million on its opening day, as ""Barbie"" and ""Oppenheimer"" look to stay strong at the top of the box office.",barbie
94,Christopher Nolan's complicated history with Warner Bros. may have gifted us 'Barbenheimer',"""Barbenheimer"" took off as an internet meme and a fun double-feature idea. But the ""Oppenheimer"" vs. ""Barbie"" showdown is tinged with drama.",oppenheimer
258,‘Barbenheimer’ box office success has reawakened America’s moviegoing muscle,It’s a tale of two movies and a box office triumph: “Barbie” and “Oppenheimer” maintained incredible momentum into their second weekends.,barbie
106,‘Mission: Impossible – Dead Reckoning Part One’: Simon Pegg and Pom Klementieff talk old hands and new tricks,Tom Cruise returns as superspy Ethan Hunt in “Mission: Impossible – Dead Reckoning Part One.” Series regular Simon Pegg and newcomer Pom Klementieff discuss the latest developments in the blockbuster franchise.,missionimpossible
15,Kittridge Is Back: Henry Czerny Talks ‘Mission: Impossible 7’ and How He Almost Returned to the Franchise Earlier,'Mission: Impossible 7' actor Henry Czerny talks his return as Kittridge to the franchise.,missionimpossible
41,'Barbie' movie revives interest in doll collectors' market,"Matthew Keith bought his first Barbie dolls in the 1970s using his allowance money, hiding them from his parents for fear they would say the toys were not masculine enough.",barbie
9,How a call from Seth Rogen convinced Ice Cube to join Teenage Mutant Ninja Turtles: Mutant Mayhem,All it took was one sentence to get the actor/singer on board with the new Teenage Mutant Ninja Turtles project.,tmnt
133,Review Film: Blue Beetle,Review film Blue Beetle: film ini bisa menjadi sajian menarik di tengah situasi superhero fatigue yang banyak melanda penonton,bluebeetle
0,‘Blue Beetle’ director Ángel Manuel Soto says the DC film is a ‘love letter to our ancestors’,"“Blue Beetle,” director Ángel Manuel Soto says that he didn’t think too much about the “Latino side of things” when visually crafting the film alongside Mexican screenwriter Gareth Dunnet-Alcocer.",bluebeetle
106,James Gunn Denies Rumor Ben Affleck Had A Voice Cameo In ‘Blue Beetle’,"James Gunn cut a ""voice-only"" cameo by Ben Affleck from Blue Beetle, or did he? The DC Studios executive told his side.",bluebeetle
44,James Gunn clears up Superman confusion after Blue Beetle release,Cavill is being replaced by David Corenswet for the forthcoming DC film,bluebeetle
86,Oppenheimer: Christopher Nolan’s movie has a devastating ending. Is it enough?,What the anti-nuclear movement thinks of Christopher Nolan’s movie.,oppenheimer
30,‘Blue Beetle’ Director Ángel Manuel Soto Talks Latino Resilience and Creating ‘Cronenberg for Kids’,"""Blue Beetle"" director Ángel Manuel Soto talks Hollywood strikes and Latino culture represented in the new superhero movie.",bluebeetle
45,All DCEU Movies Ranked – Including Blue Beetle,"All DCEU movies ranked including Blue Beetle, which is the newest DCEU film. From Suicide Squad, to The Suicide Squad.",bluebeetle
75,Oak Ridge historians reflect on Robert Oppenheimer's time in the 'Secret City',"The movie ""Oppenheimer"" comes out on July 21.
Directed by Christopher Nolan, it tells the story of the brilliant and complicated man behind the atomic bomb.",oppenheimer
61,Mom Mode activated: 10 ways to embrace the mayhem of a summer at home with kids,"Ready to embrace the mayhem of a summer at home with kids? Here’s how our favorite Turtle brothers inspire us to make every moment of summer an epic adventure. Category : Our Partners, Entertainment, videoplayerexempt, What To Watch",tmnt
27,Blue Beetle vs. Iron Man: Who Is More Powerful & Would Win in a Fight?,The battle between Blue Beetle vs. Iron Man would be epic. Here is a comparison of their power level and who would win in a fight.,bluebeetle
216,The Super Fun ‘Barbie’ Soundtrack Is About to Take Over the World,"Greta Gerwig, Margot Robbie, Mark Ronson, Charli XCX, PinkPantheress, and others dish on the highly anticipated all-star soundtrack for ‘Barbie.’",barbie
172,‘Barbie’ Review: Out of the Box and On the Road,"She’s in the driver’s seat, headed for uncharted territory (flat feet!). But there are limits to how much dimension even Greta Gerwig can give this branded material.",barbie
268,"‘Teenage Mutant Ninja Turtles’ Slays $10M+ Wednesday, ‘Barbie’ Crossing $400M U.S. Today – Box Office","'Teenage Mutant Ninja Turtles' Opens To $10M, 'Barbie' Crossing $400M: Box Office",barbie
95,"Box Office: ‘Barbie’ Breaks Ground With Biggest Opening Day of 2023, ‘Oppenheimer’ Dolling Up to $77 Million Debut","Greta Gerwig's ""Barbie"" and Christopher Nolan's ""Oppenheimer"" are both impressing in their box office openings.",oppenheimer
119,The Creator movie trailer released,"A trailer for the sci-fi adventure movie was released on Monday, which depicts a world where humans are at war with artificial intelligence.",barbie
15,"AMC Theatres Says More Than 20,000 Moviegoers Have Already Booked ‘Barbie’-‘Oppenheimer’ Double Features","Plenty of moviegoers are watching Christopher Nolan's atomic drama “Oppenheimer” and Greta Gerwig's colorful romp ""Barbie"" on the same day.",oppenheimer
65,Highest-Grossing World War 2 Movies For True Fans Of The Genre,Oppenheimer and Saving Private Ryan are some of the highest-grossing World War 2 movies ever made. Here are the others on the list.,bluebeetle
28,Harrison Ford Told ‘Indiana Jones 5’ Stunt Guys to ‘Leave Me the F— Alone’ While on Horseback: ‘I’m an Old Man’ and ‘Want to Look Like It’,"Harrison Ford wanted Indiana Jones to look and feel like an old man in ""Indiana Jones and the Dial of Destiny.""",indianajones
150,Does Teenage Mutant Ninja Turtles: Mutant Mayhem Have a Post-Credits Scene?,The animated reboot 'Teenage Mutant Ninja Turtles: Mutant Mayhem' teases the return of an old villain in a mid-credits sequence. Here's what to know.,tmnt
104,Tom Cruise Had the ‘Mission: Impossible 7’ Crew in ‘Absolute Terror’ with Death-Defying Stunts,"""Mission: Impossible - Dead Reckoning"" director Christopher McQuarrie admitted that the production was terrified about Tom Cruise surviving stunts.",missionimpossible
115,Mission: Impossible – Dead Reckoning Part One,"I’ve always thought, without any serious misgiving, that this is the real function of Ethan Hunt: a mask for Tom Cruise as he would like to be seen.",missionimpossible
